ISO693-3,Range Size (km2),L1 Population,Island Endemic,Phoneme Inventory Size,Distance to Mainland,Distance to Continent
tcb,657.709921,60,FALSE,,0,0
tcc,11263.1282,87800,FALSE,,0,0
tcd,44.22041611,4400,FALSE,,0,0
tce,660.2939919,140,FALSE,,0,0
tcf,1062.514148,37500,FALSE,25,0,0
tcg,1070.732336,3500,FALSE,13,0,0
tch,493.6508187,,TRUE,,152491.3024,891449.1546
tci,462.3113331,700,FALSE,,0,0
tck,2.815979259,2000,FALSE,,0,0
tcl,5300.352626,0,FALSE,,0,0
tcm,909.4087898,500,FALSE,,0,0
tcn,171.8169667,2420,FALSE,,0,0
tco,831.5775203,40000,FALSE,,0,0
tcp,482.4457193,700,FALSE,,0,0
tcq,352.739947,220,FALSE,,0,0
tcs,1735461.335,6040,FALSE,,0,0
tct,568.0401219,20000,FALSE,,0,0
tcu,5206.890554,5410,FALSE,,0,0
tcw,96.34637817,540,FALSE,,0,0
tcx,259.1961108,1560,FALSE,46,0,0
tcy,6971.546746,1720000,FALSE,34,0,0
tcz,3968.497919,269200,FALSE,28,0,0
tda,43892.1882,,FALSE,,0,0
tdb,963.5032868,194000,FALSE,,0,0
tdc,1417.506038,1000,FALSE,,0,0
tdd,30226.33756,717400,FALSE,,0,0
tdf,297.79328,29100,FALSE,,0,0
tdg,3363.455851,323000,FALSE,,0,0
tdh,384.5754188,20700,FALSE,38,0,0
tdi,23.59894801,600,FALSE,,0,0
tdj,467.8075703,12000,FALSE,,0,0
tdk,69.65699416,3000,FALSE,,0,0
tdl,139.5993998,5000,FALSE,,0,0
tdn,426.6758808,92000,FALSE,23,0,0
tdo,179.9934551,4000,FALSE,,0,0
tdq,783.1425989,3420,FALSE,,0,0
tdr,206.0524616,6000,FALSE,34,0,0
tds,748.8861803,70,FALSE,,0,0
tdt,51.57142986,,FALSE,,0,0
tdu,25.26389777,,FALSE,,0,0
tdv,68.82824265,3930,FALSE,,0,0
tdx,42502.04322,1300000,FALSE,,0,0
tdy,827.5157137,4150,TRUE,,13542.81472,1124520.3
tea,8324.149725,28000,FALSE,32,0,0
teb,3733.683808,,FALSE,,0,0
tec,807.6829625,601000,FALSE,,0,0
ted,4761.000183,31210,FALSE,,0,0
tee,249.8628748,3000,FALSE,26,0,0
tef,54.47429136,2080,TRUE,,368318.4825,553680.2622
teg,15417.1661,139300,FALSE,,0,0
teh,24181.55324,,FALSE,30,0,0
tei,76.5233048,520,FALSE,,0,0
tek,19927.12645,203200,FALSE,,0,0
tel,243965.8076,73800000,FALSE,28,0,0
tem,17695.39962,1230000,FALSE,25,0,0
ten,8507.761704,0,FALSE,,0,0
teo,12700.27706,1909000,FALSE,24,0,0
tep,22434.78492,0,FALSE,22,0,0
teq,74.56898236,13000,FALSE,29,0,0
ter,19622.15134,15800,FALSE,21,0,0
tes,241.0642197,80000,FALSE,,0,0
tet,4807.171621,463500,FALSE,20,0,0
teu,537.6453923,50,FALSE,28,0,0
tev,18.34395475,1100,TRUE,,134167.7202,706173.6068
tew,735.9828638,1500,FALSE,40,0,0
tex,92.38386534,10000,FALSE,,0,0
tey,199.0265625,2500,FALSE,,0,0
tfi,263.5604612,66000,FALSE,,0,0
tfn,8183.844067,75,FALSE,38,0,0
tfo,160.5287387,100,FALSE,,0,0
tfr,3536.146566,3300,FALSE,30,0,0
tft,219.3202774,42000,TRUE,,0,0
tga,47.88334601,100000,FALSE,,0,0
tgb,409.7179724,0,FALSE,,0,0
tgc,552.5284559,6000,TRUE,18,30019.16703,1244767.312
tgd,67.8660135,2000,FALSE,,0,0
tge,464.953689,3980,FALSE,,0,0
tgf,113.0922758,1500,FALSE,,0,0
tgg,198.7709942,,TRUE,21,30019.16703,1261134.28
tgh,283.1410238,,TRUE,,119603.1229,119603.1229
tgi,224.4955175,550,TRUE,,265963.7203,1421666.378
tgk,104005.4563,4274000,FALSE,28,0,0
tgl,28415.2804,21500000,FALSE,20,0,0
tgo,767.8852182,2000,TRUE,24,280154.5268,935939.6162
tgp,15.95789597,800,TRUE,19,569961.3384,1795687.399
tgq,100.6617454,550,FALSE,,0,0
tgr,489.6500893,,FALSE,,0,0
tgs,71.38286043,900,TRUE,19,732863.9126,1943580.992
tgt,558.6637564,2000,FALSE,,0,0
tgu,111.8881862,3000,FALSE,,0,0
tgv,43216.04977,,FALSE,,0,0
tgw,11289.39982,138000,FALSE,,0,0
tgx,90.63690706,2,FALSE,,0,0
tgy,11824.32424,0,FALSE,,0,0
tha,154987.378,20202460,FALSE,30,0,0
thc,3322.282639,,FALSE,,0,0
thd,993.1384485,29,FALSE,,0,0
the,1707.786749,285000,FALSE,,0,0
thf,851.9180903,23700,FALSE,,0,0
thh,3189.430066,1,FALSE,,0,0
thk,1562.473785,176000,FALSE,29,0,0
thl,8465.630166,674000,FALSE,,0,0
thm,156.7476001,700,FALSE,32,0,0
thn,989.419339,3000,FALSE,,0,0
thp,232.0483662,440,FALSE,,0,0
thq,3167.970678,258000,FALSE,,0,0
thr,11554.6723,486000,FALSE,,0,0
ths,525.7912647,5240,FALSE,28,0,0
tht,247.3106154,130,FALSE,,0,0
thu,2603.505801,6600,FALSE,,0,0
thv,534019.4668,77000,FALSE,32,0,0
thw,80.14090453,,FALSE,,0,0
thx,1672.833053,,FALSE,,0,0
thy,71.44108134,1000,FALSE,,0,0
thz,208597.0777,250000,FALSE,,0,0
tia,24526.30797,1000,FALSE,,0,0
tic,665.1980832,40000,FALSE,32,0,0
tid,11738.3307,,FALSE,,0,0
tie,709.6722217,,FALSE,,0,0
tif,1797.986473,3600,FALSE,18,0,0
tig,45995.74178,1050000,FALSE,36,0,0
tih,826.385074,0,FALSE,18,0,0
tii,2855.078987,24500,FALSE,,0,0
tij,181.0822862,1420,FALSE,,0,0
tik,7060.974937,25000,FALSE,42,0,0
til,14352.0571,0,FALSE,41,0,0
tim,434.6454398,11000,FALSE,21,0,0
tin,108.6626216,2150,FALSE,45,0,0
tio,373.7190824,5000,TRUE,17,265963.7203,1421666.378
tip,372.49206,300,FALSE,,0,0
tiq,0.080000749,1000,FALSE,,0,0
tir,64440.94467,6860000,FALSE,37,0,0
tis,225.4912679,7500,FALSE,,0,0
tit,34943.66276,2,FALSE,,0,0
tiu,1252.741283,4000,FALSE,,0,0
tiv,26944.84879,2210000,FALSE,32,0,0
tiw,7437.160081,1740,TRUE,20,24242.06853,24242.06853
tix,927.6521824,1600,FALSE,28,0,0
tiy,1401.985936,50000,FALSE,22,0,0
tiz,1762.343564,85000,FALSE,,0,0
tja,2235.018088,9600,FALSE,,0,0
tjg,5862.67361,50000,FALSE,,0,0
tji,8886.014598,70000,FALSE,,0,0
tjn,5157.036194,0,FALSE,,0,0
tjo,6700.909564,6000,FALSE,,0,0
tjs,10966.67974,1500,FALSE,,0,0
tju,19670.33604,0,FALSE,,0,0
tka,26369.25302,,FALSE,,0,0
tkb,1243.539719,43000,FALSE,,0,0
tkd,562.0167343,39500,FALSE,,0,0
tke,7221.847204,181000,FALSE,,0,0
tkf,5360.485608,,FALSE,,0,0
tkl,0.610833257,1410,TRUE,,2663066.527,4102791.388
tkm,9886.417187,,FALSE,29,0,0
tkn,237.776189,5100,TRUE,,382410.2619,690860.8756
tkp,3.985097928,3320,TRUE,15,1002672.405,2207363.566
tkq,50.81960835,313000,FALSE,,0,0
tkr,1748.91988,23600,FALSE,43,0,0
tks,10948.84756,220000,FALSE,,0,0
tkt,1196.817288,106000,FALSE,,0,0
tku,94.39529112,3400,FALSE,,0,0
tkw,185.7469987,520,TRUE,,977846.268,2081864.497
tkx,97.50370382,100,FALSE,,0,0
tkz,1038.781132,6000,FALSE,,0,0
tla,4520.599765,8700,FALSE,,0,0
tlb,3774.51999,27700,FALSE,,0,0
tlc,55.90191085,500,FALSE,,0,0
tld,947.4389394,82000,TRUE,,186192.7147,1747724.579
tlf,1924.58629,5400,FALSE,17,0,0
tlg,481.063691,250,FALSE,,0,0
tli,7236.17604,630,FALSE,51,0,0
tlj,522.3415245,99400,FALSE,,0,0
tlk,52.24219146,550,TRUE,,5792.67205,979283.6379
tll,75043.74272,750000,FALSE,30,0,0
tlm,145.0685636,900,TRUE,16,569961.3384,1795687.399
tln,12.50265703,1200,FALSE,,0,0
tlo,121.1610135,1500,FALSE,30,0,0
tlp,1293.443404,15100,FALSE,,0,0
tlq,313.9284732,4960,FALSE,,0,0
tlr,1070.769689,12500,TRUE,20,931865.4446,1656238.332
tls,73.02678694,50,TRUE,,569961.3384,1795687.399
tlt,420.6838297,17000,FALSE,,0,0
tlu,77.46183778,18800,TRUE,,9389.770241,918970.446
tlv,1497.268834,4520,TRUE,,134045.9782,1271628.758
tlw,619.6729057,,FALSE,,0,0
tlx,181.7014396,1600,TRUE,,273605.7652,1037507.438
tly,5267.886451,912000,FALSE,31,0,0
tlz,2475.226349,,FALSE,,0,0
tma,14620.72085,67900,FALSE,28,0,0
tmb,116.6392402,700,TRUE,,518849.5524,1792338.995
tmc,2044.633,25200,FALSE,31,0,0
tmd,264.1232163,2000,FALSE,,0,0
tme,1518.738751,,FALSE,,0,0
tmf,1661.099067,1680,FALSE,,0,0
tmg,913.8510617,0,FALSE,,0,0
tmi,31.04599179,500,TRUE,,569961.3384,1795687.399
tmj,381.4636345,400,FALSE,,0,0
tmk,107.0171011,,FALSE,,0,0
tml,771.2251595,290,FALSE,,0,0
tmm,6476.643059,20000,FALSE,,0,0
tmn,703.8808755,30000,FALSE,,0,0
tmo,1397.363512,0,FALSE,32,0,0
tmp,529.4229465,,FALSE,,0,0
tmq,37.94032148,790,FALSE,,0,0
tmr,68863.70333,0,FALSE,,0,0
tms,14.10729892,0,FALSE,,0,0
tmt,249.7813207,150,TRUE,,569961.3384,1795687.399
tmu,2086.240033,600,FALSE,,0,0
tmv,9377.302974,5000,FALSE,,0,0
tmw,2288.231414,,FALSE,,0,0
tmy,6.727953133,2100,FALSE,,0,0
tmz,19801.43933,0,FALSE,,0,0
t,6798.59602,1820,FALSE,23,0,0
tnb,2398.69799,700,FALSE,,0,0
tnc,1388.464627,300,FALSE,,0,0
tnd,171.1496142,50,FALSE,,0,0
tne,12.51222444,,FALSE,,0,0
tnf,667.9499763,,FALSE,,0,0
tng,2606.149295,30000,FALSE,,0,0
tnh,356.2391303,3040,FALSE,,0,0
tni,21.06980113,,FALSE,,0,0
tnk,52.83760875,3500,TRUE,24,371227.4147,1792462.04
tnl,69.12592413,11500,TRUE,21,371227.4147,1792462.04
tnm,219.1356205,3750,FALSE,,0,0
tnn,91.52263859,5000,TRUE,,371227.4147,1792462.04
tnp,119.6461088,7500,TRUE,22,371227.4147,1792462.04
tnr,454.6225922,3380,FALSE,38,0,0
tnt,1900.484687,150000,FALSE,20,0,0
tnu,154.6990994,200,FALSE,,0,0
tnv,527.0698113,21600,FALSE,,0,0
tnw,863.5994391,20000,FALSE,23,0,0
tnx,164.0657397,8,TRUE,,986843.4856,1788741.373
tny,3988.72009,13000,FALSE,,0,0
tnz,2536.662614,195,FALSE,,0,0
tob,61586.93269,41510,FALSE,25,0,0
toc,301.4807855,48100,FALSE,,0,0
tod,4791.220164,220000,FALSE,,0,0
toe,11093.04176,,FALSE,,0,0
tof,180.8183661,1050,FALSE,,0,0
tog,4609.364012,170000,FALSE,,0,0
toh,5838.879596,375000,FALSE,,0,0
toi,91289.24256,1467000,FALSE,29,0,0
toj,311.9184659,34300,FALSE,26,0,0
tol,108.8238777,1,FALSE,37,0,0
tom,388.5085796,60000,FALSE,21,0,0
ton,531.1241707,96300,TRUE,18,1697048.203,3096766.603
too,110.9431528,3000,FALSE,24,0,0
top,2369.14179,80000,FALSE,,0,0
toq,22783.04583,100000,FALSE,,0,0
tor,9362.078548,24000,FALSE,,0,0
tos,502.3421291,120000,FALSE,22,0,0
tou,2198.604765,68400,FALSE,,0,0
tov,4571.330459,0,FALSE,,0,0
tow,128.2898674,1790,FALSE,,0,0
tox,0.101811728,22,TRUE,,315310.5723,1573487.653
toy,5.619136918,450,FALSE,,0,0
toz,2496.841822,,FALSE,,0,0
tpa,121.8525291,1280,FALSE,,0,0
tpc,145.8329216,590,FALSE,,0,0
tpe,4121.63,85000,FALSE,,0,0
tpf,82.65469259,630,FALSE,,0,0
tpg,321.0352155,5000,TRUE,,31987.46765,625460.0625
tpi,29403.8236,122000,FALSE,,0,0
tpj,6536.156742,2520,FALSE,,0,0
tpk,28283.33353,,FALSE,,0,0
tpl,720.097853,7500,FALSE,,0,0
tpm,422.9539259,16000,FALSE,39,0,0
tpn,18085.687,,FALSE,,0,0
tpo,213.697139,3300,FALSE,,0,0
tpp,62.38639097,4000,FALSE,,0,0
tpq,150.2427066,610,FALSE,,0,0
tpr,1654.069475,340,FALSE,,0,0
tpt,61.56085067,3000,FALSE,,0,0
tpu,1426.59927,31000,FALSE,,0,0
tpv,0.827357093,10,TRUE,,2029728.35,2758399.177
tpw,49233.88817,,FALSE,,0,0
tpx,1417.180451,40200,FALSE,,0,0
tpy,2023.767171,51,FALSE,24,0,0
tpz,304.5964926,3900,TRUE,20,265963.7203,1421666.378
tqb,746.7801215,150,FALSE,,0,0
tql,10.98436248,250,TRUE,24,805631.526,1993256.276
tqm,0.644609355,5,FALSE,,0,0
tqn,2288.552096,50,FALSE,,0,0
tqo,2035.037054,23000,FALSE,14,0,0
tqp,857.7996551,700,FALSE,,0,0
tqq,9377.654815,23000,FALSE,,0,0
tqr,562.0524018,2,FALSE,,0,0
tqt,51.15513437,1610,FALSE,,0,0
tqu,395.3506497,1870,TRUE,,661355.2826,1470571.463
tqw,98804.0781,0,FALSE,21,0,0
tra,7421.576111,100,FALSE,,0,0
trb,6.539388509,130,FALSE,,0,0
trc,312.1361144,25000,FALSE,27,0,0
trd,226.106708,2000,FALSE,,0,0
tre,751.5194561,6110,TRUE,,125370.4301,509138.4508
trf,4800.532883,,TRUE,,11029.07184,11029.07184
trg,1188.744118,4230,FALSE,,0,0
trh,16.70667458,25,FALSE,,0,0
tri,1122.169197,2130,FALSE,17,0,0
trj,1526.716898,8460,FALSE,,0,0
trm,65.64127517,3500,FALSE,,0,0
trn,6082.418705,5500,FALSE,,0,0
tro,163.4078075,870,FALSE,,0,0
trp,4379.787479,783000,FALSE,28,0,0
trq,47.98835767,2000,FALSE,,0,0
trr,1256.035833,1,FALSE,,0,0
trs,104.0468971,4060,FALSE,,0,0
trt,1898.337001,500,FALSE,,0,0
tru,222.3223632,10000,FALSE,,0,0
trv,2297.737553,20000,FALSE,22,0,0
trw,507.3121037,80000,FALSE,,0,0
trx,75.310158,850,FALSE,,0,0
try,1006.439211,0,FALSE,,0,0
trz,120873.5704,51,FALSE,,0,0
tsa,3303.857727,22210,FALSE,,0,0
tsb,1352.19703,18000,FALSE,,0,0
tsc,98388.71067,1160000,FALSE,,0,0
tsd,1.348412404,200,FALSE,,0,0
tse,2880.180825,,FALSE,,0,0
tsf,1435.515037,,FALSE,,0,0
tsg,7194.328142,1062000,FALSE,21,0,0
tsh,61.36066098,2300,FALSE,,0,0
tsi,2945.414999,350,FALSE,39,0,0
tsj,7376.819599,158200,FALSE,,0,0
tsk,289.1493792,12600,FALSE,,0,0
tsl,108.9909433,10000,FALSE,,0,0
tsn,674493.4885,5181700,FALSE,42,0,0
tso,105537.1607,3990000,FALSE,45,0,0
tsp,1133.045702,19500,FALSE,,0,0
tsq,1573.087797,,FALSE,,0,0
tsr,483.2069667,650,TRUE,,569961.3384,1795687.399
tsu,980.6973992,2130,FALSE,21,0,0
tsv,7969.473587,12000,FALSE,,0,0
tsw,5757.058956,100000,FALSE,,0,0
tsx,3389.541496,1730,FALSE,21,0,0
tsy,889.7664986,,FALSE,,0,0
tsz,2979.28707,40000,FALSE,25,0,0
tta,54816.53089,,FALSE,19,0,0
ttb,333.8681059,10000,FALSE,,0,0
ttc,153.640201,4970,FALSE,28,0,0
ttd,1422.1394,7000,FALSE,,0,0
tte,32.45894914,2400,TRUE,,23483.62822,759711.0756
ttf,20.49893012,1000,FALSE,,0,0
ttg,412.8321921,16600,FALSE,,0,0
tth,2470.895872,49900,FALSE,,0,0
tti,129.8693644,100,FALSE,,0,0
ttj,10261.23184,488000,FALSE,,0,0
ttk,1952.836908,4,FALSE,,0,0
ttl,10511.7943,1120,FALSE,,0,0
ttm,552.366508,210,FALSE,,0,0
ttn,416.3142756,120,FALSE,,0,0
tto,607.4679866,15800,FALSE,,0,0
ttp,23.03027329,1100,FALSE,,0,0
ttq,241848.5986,640000,FALSE,,0,0
ttr,901.9755785,101000,FALSE,46,0,0
tts,167773.114,15000000,FALSE,,0,0
ttt,6171.085072,28010,FALSE,,0,0
ttu,63.38950619,600,TRUE,19,265963.7203,1421666.378
ttv,17.25998644,3850,TRUE,,273605.7652,1037327.413
ttw,206.8667693,600,FALSE,,0,0
tty,917.544161,800,FALSE,,0,0
ttz,113.824742,4790,FALSE,,0,0
tua,15.60239613,460,FALSE,,0,0
tub,18621.2422,5,FALSE,26,0,0
tuc,43.31051292,3500,TRUE,,24287.97156,796053.2737
tud,94708.95252,1630,FALSE,,0,0
tue,951.8788473,940,FALSE,,0,0
tuf,3990.316501,2500,FALSE,19,0,0
tug,645.4837865,2260,FALSE,,0,0
tuh,186.2697703,2000,FALSE,17,0,0
tui,3422.852325,229000,FALSE,,0,0
tuj,4361.990426,2590,FALSE,,0,0
tuk,221763.6217,6930920,FALSE,31,0,0
tul,421.3461315,30000,FALSE,,0,0
tum,36200.50817,2566000,FALSE,,0,0
tun,61481.0715,0,FALSE,21,0,0
tuo,1614.056531,6600,FALSE,21,0,0
tuq,416508.2291,40500,FALSE,31,0,0
tur,616674.2897,67482800,FALSE,30,0,0
tus,354.7705344,9,FALSE,20,0,0
tuu,2184.540175,,FALSE,33,0,0
tuv,60816.74685,989000,FALSE,,0,0
tux,27000.49396,0,FALSE,,0,0
tuy,5092.413747,140000,FALSE,,0,0
tuz,1511.192066,37000,FALSE,31,0,0
tva,362.6634147,1960,TRUE,,491307.7385,1513131.779
tvd,5007.545582,130000,FALSE,,0,0
tve,85.95451178,,FALSE,,0,0
tvk,222.7142353,3700,TRUE,22,574373.1089,1852762.285
tvl,5.597151131,10700,TRUE,19,1980448.965,3304165.958
tvm,19.76575391,1050,TRUE,,257178.4214,415634.5992
tvn,8841.428239,400000,FALSE,,0,0
tvo,731.9033479,26000,FALSE,,0,0
tvs,734.8453184,21000,FALSE,,0,0
tvt,3547.113804,25000,FALSE,,0,0
tvw,119.5162879,900,FALSE,,0,0
tvy,477.7801906,0,FALSE,,0,0
twa,14887.66292,350,FALSE,39,0,0
twb,367.1755333,6810,TRUE,,13542.81472,1124520.3
twc,508.9789512,,FALSE,,0,0
twd,1389.821182,,FALSE,,0,0
twe,173.3823121,4000,TRUE,,76456.17911,632259.6534
twf,348.7898302,1070,FALSE,34,0,0
twg,9.768864909,800,TRUE,,76456.17911,632259.6534
twh,11992.51077,495000,FALSE,33,0,0
twl,10464.82806,60000,FALSE,,0,0
twm,2354.638115,,FALSE,,0,0
twn,32.87851594,30,FALSE,,0,0
two,15792.81061,2000,FALSE,,0,0
twp,83.47355895,1030,TRUE,,273605.7652,1037507.438
twq,556.7819624,8000,FALSE,,0,0
twr,1214.309888,100,FALSE,,0,0
twt,69463.18458,30,FALSE,,0,0
twu,340.4934996,30000,TRUE,,12375.14645,457685.6907
tww,152.600814,360,FALSE,,0,0
twx,13328.92878,250000,FALSE,,0,0
twy,4651.855941,20000,FALSE,,0,0
txa,3408.56158,0,FALSE,,0,0
txe,1432.011979,25000,FALSE,,0,0
txi,1043.380121,310,FALSE,,0,0
txm,1514.328341,30000,FALSE,,0,0
txn,844.6450151,7910,TRUE,,125370.4301,509138.4508
txo,629.2789003,1400,FALSE,,0,0
txq,107.8268207,20000,TRUE,,12375.14645,457685.6907
txs,780.1947106,90000,FALSE,21,0,0
txt,1983.081145,8000,FALSE,,0,0
txu,32424.64479,7100,FALSE,26,0,0
txx,114.7569744,0,FALSE,,0,0
txy,25715.33249,510000,FALSE,,0,0
tya,83.61297999,350,FALSE,,0,0
tye,162.6053496,12000,FALSE,,0,0
tyh,182.0969863,950,FALSE,,0,0
tyi,2443.342485,95900,FALSE,,0,0
tyj,6181.842353,300,FALSE,,0,0
tyl,12.66183719,,FALSE,,0,0
tyn,2260.093336,4000,FALSE,,0,0
typ,8611.10946,0,FALSE,29,0,0
tyr,6441.942296,105000,FALSE,,0,0
tys,5.583287166,300,FALSE,,0,0
tyt,43.41081855,0,FALSE,,0,0
tyu,29439.86804,820,FALSE,68,0,0
tyv,61337.67037,283400,FALSE,31,0,0
tyx,5838.517185,14400,FALSE,,0,0
tyz,24686.90457,1630000,FALSE,,0,0
tzb,1257.535984,,FALSE,26,0,0
tzc,334.888457,,FALSE,25,0,0
tze,604.0310912,,FALSE,,0,0
tzh,1083.566849,372000,FALSE,,0,0
tzj,234.6294646,83800,FALSE,29,0,0
tzm,168323.5372,2340000,FALSE,31,0,0
tzn,208.6344731,1200,TRUE,,50469.26819,643115.676
tzo,219.8824388,235000,FALSE,,0,0
tzs,496.3081455,,FALSE,,0,0
tzt,269.2371665,,FALSE,,0,0
tzu,316.3751745,,FALSE,,0,0
tzx,750.1335261,2080,FALSE,,0,0
tzz,240.5664658,,FALSE,,0,0
uam,8297.62202,,FALSE,,0,0
uan,1156.853479,2500,FALSE,,0,0
uar,96.71782829,4500,FALSE,,0,0
uba,104.9196218,11100,FALSE,,0,0
ubi,259.9804627,1100,FALSE,,0,0
ubr,99.21087321,2560,FALSE,,0,0
ubu,980.0723334,34200,FALSE,20,0,0
uby,59609.50427,0,FALSE,50,0,0
uda,115.5950614,10000,FALSE,,0,0
ude,3804.297031,100,FALSE,30,0,0
udg,56.2936866,3370,FALSE,,0,0
udi,55.38042515,3800,FALSE,41,0,0
udj,8.876152137,1030,TRUE,,125370.4301,509138.4508
udl,82.82112375,10500,FALSE,,0,0
udm,34408.79601,324000,FALSE,26,0,0
udu,1685.744264,0,FALSE,37,0,0
ues,72.97204258,1000,TRUE,,5792.67205,979283.6379
ufi,224.545026,550,FALSE,,0,0
ugb,253.0645569,0,FALSE,,0,0
uge,114.7577337,1200,TRUE,,661355.2826,1470571.463
ugn,1561.349322,,FALSE,,0,0
ugo,17771.95797,80,FALSE,,0,0
uha,208.7109324,13600,FALSE,,0,0
uhn,13811.13778,14000,FALSE,15,0,0
uig,507213.2473,8701500,FALSE,34,0,0
uis,704.5315084,2500,TRUE,,265963.7203,1421666.378
uiv,294.0314336,2000,FALSE,,0,0
uji,147.1648861,8540,FALSE,,0,0
uka,712.8515044,600,FALSE,,0,0
ukg,21.73912312,170,FALSE,,0,0
ukh,99.99759802,2000,FALSE,,0,0
ukp,202.8465063,21500,FALSE,,0,0
ukq,229.5209858,100,FALSE,,0,0
ukr,598706.9978,32218400,FALSE,29,0,0
uks,111.8974728,,FALSE,,0,0
uku,200.6512327,14100,FALSE,,0,0
ukw,2475.267474,150000,FALSE,37,0,0
ula,277.6457643,1000,FALSE,,0,0
ulb,235.5734875,10000,FALSE,,0,0
ulc,5169.693852,150,FALSE,24,0,0
ulf,618.6094339,110,FALSE,,0,0
uli,1.822348647,3000,TRUE,27,1281028.458,2284653.664
ulk,7.078095572,210,TRUE,20,76578.8297,179160.4569
ull,355.3401445,,FALSE,,0,0
ulm,2152.361639,30000,FALSE,,0,0
uln,15.48934258,,FALSE,,0,0
ulu,594.9347541,3000,FALSE,,0,0
uma,441.3451819,25,FALSE,36,0,0
umb,157771.0448,6000000,FALSE,25,0,0
umd,4187.106248,0,FALSE,,0,0
umg,2039.693475,0,FALSE,28,0,0
umi,34.65436662,120,FALSE,,0,0
umm,549.4942272,20000,FALSE,,0,0
umn,8736.342234,4000,FALSE,,0,0
umo,45045.71215,125,FALSE,,0,0
ump,912.7746799,100,FALSE,20,0,0
umr,5814.845029,0,FALSE,,0,0
ums,1226.240831,4500,FALSE,,0,0
umu,81.23075461,7,FALSE,22,0,0
u,88.86630633,630,FALSE,,0,0
une,56.35125251,19800,FALSE,,0,0
ung,59167.30731,57,FALSE,23,0,0
unk,908.8365325,320,FALSE,,0,0
unm,1137.779664,13500,FALSE,,0,0
unp,4159.504819,,FALSE,,0,0
unr,15439.37246,1120280,FALSE,36,0,0
unx,6081.998884,,FALSE,,0,0
unz,582.4527107,25000,FALSE,,0,0
uok,44.8870457,,FALSE,,0,0
upi,19.37618843,290,FALSE,,0,0
upv,67.81135821,9000,TRUE,37,518849.5524,1792338.995
ura,5186.803506,3000,FALSE,,0,0
urb,10155.63821,800,FALSE,,0,0
urc,9818.524176,0,FALSE,,0,0
urd,107556.3174,,FALSE,42,0,0
ure,180.1721486,2,FALSE,,0,0
urf,7467.956604,,FALSE,,0,0
urg,117.7340522,1400,FALSE,,0,0
urh,3418.801079,546000,FALSE,40,0,0
uri,195.9306429,3740,FALSE,,0,0
urk,210.0244799,,TRUE,31,1364.13591,1364.13591
url,432.1219355,,FALSE,,0,0
urm,60.75762067,370,FALSE,,0,0
urn,8.019787,400,TRUE,,6119.94463,851621.8382
uro,1170.493252,1900,FALSE,,0,0
urp,1065.190055,,FALSE,,0,0
urr,15.72116485,250,TRUE,,805631.526,1993256.276
urt,131.7069165,6280,FALSE,,0,0
uru,8082.25574,0,FALSE,,0,0
urv,188.6466634,0,TRUE,19,265963.7203,1421666.378
urw,256.9524017,2250,FALSE,,0,0
urx,241.2443241,800,FALSE,,0,0
ury,3637.124735,1600,FALSE,,0,0
urz,2666.03016,87,FALSE,,0,0
usa,68.60007532,1300,FALSE,,0,0
ush,39.3244078,2000,FALSE,,0,0
usi,3585.41773,22400,FALSE,,0,0
usk,1525.416992,10000,FALSE,,0,0
usp,17.08951054,2000,FALSE,,0,0
usu,10.12301311,270,FALSE,,0,0
uta,310.8558453,15000,FALSE,,0,0
ute,8112.599069,920,FALSE,25,0,0
utp,31.84263121,590,TRUE,25,1009481.146,2077985.632
utr,313.0057068,10000,FALSE,32,0,0
utu,60.94593562,580,FALSE,,0,0
uum,935.5406712,192700,FALSE,,0,0
uun,1076.278178,1,FALSE,22,0,0
uur,124.2046697,6,TRUE,,413712.4229,1801446.34
uuu,161.7932118,40000,FALSE,30,0,0
uve,40.35290656,2220,TRUE,18,87904.70989,1465418.588
uvh,235.7920735,2500,FALSE,21,0,0
uvl,373.6968821,5500,FALSE,,0,0
uwa,279.5764785,40,FALSE,,0,0
uya,486.795727,200,FALSE,,0,0
uzn,153656.0614,17695000,FALSE,29,0,0
uzs,93906.72234,2911980,FALSE,,0,0
vaa,29889.25726,9300,FALSE,,0,0
vae,1081.92573,5400,FALSE,,0,0
vaf,78.61623688,18000,FALSE,,0,0
vag,920.0914812,13500,FALSE,,0,0
vah,1090.144472,6970000,FALSE,,0,0
vai,4233.691432,119500,FALSE,33,0,0
vaj,19595.20512,61300,FALSE,,0,0
val,72.48388762,70,FALSE,,0,0
vam,84.84941413,2670,FALSE,23,0,0
van,199.4980372,1740,FALSE,,0,0
vao,10.24275024,1900,TRUE,,518849.5524,1792338.995
vap,405.4747009,40000,FALSE,,0,0
var,2562.205103,2840,FALSE,,0,0
vas,1370.112474,1200000,FALSE,,0,0
vau,172.7146036,6700,FALSE,,0,0
vav,649.3604566,600000,FALSE,,0,0
vay,104.9314443,1520,FALSE,,0,0
vbb,127.6693611,4460,TRUE,,257178.4214,415634.5992
vec,41050.28674,3852500,FALSE,,0,0
ved,254.8665146,0,FALSE,,0,0
vel,1036.865035,,FALSE,,0,0
vem,78.17011875,15000,FALSE,,0,0
ven,33460.88071,1294000,FALSE,50,0,0
veo,31.71554308,0,FALSE,,0,0
vep,3235.40382,3610,FALSE,30,0,0
ver,2653.693201,110520,FALSE,,0,0
vgr,2231.463307,10000,FALSE,,0,0
